"","title","votes","date","word"
"220.1","obligatorisk køreprøve når man fylder 70.",181,2018-09-12,"køreprøve"
"220.2","obligatorisk køreprøve når man fylder 70.",181,2018-09-12,"fylder"
"220.3","obligatorisk køreprøve når man fylder 70.",181,2018-09-12,"70"
"221","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"unge"
"221.1","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"gennemfører"
"221.2","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"dansk"
"221.3","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"ungdomsuddannelse"
"221.4","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"eksempelvis"
"221.5","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"studentereksamen"
"221.6","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"fritages"
"221.7","Unge som gennemfører en dansk ungdomsuddannelse, eksempelvis studentereksamen, skal fritages for indfødsretsprøve",306,2018-09-13,"indfødsretsprøve"
"222","Forslag om anlægslov om tredje limfjordsforbindelse",608,2018-09-13,"forslag"
"222.1","Forslag om anlægslov om tredje limfjordsforbindelse",608,2018-09-13,"anlægslov"
"222.2","Forslag om anlægslov om tredje limfjordsforbindelse",608,2018-09-13,"tredje"
"222.3","Forslag om anlægslov om tredje limfjordsforbindelse",608,2018-09-13,"limfjordsforbindelse"
"223","Respekter borgernes fravalg af halalkød.",2241,2018-09-14,"respekter"
"223.1","Respekter borgernes fravalg af halalkød.",2241,2018-09-14,"borgernes"
"223.2","Respekter borgernes fravalg af halalkød.",2241,2018-09-14,"fravalg"
"223.3","Respekter borgernes fravalg af halalkød.",2241,2018-09-14,"halalkød"
"224","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"andelen"
"224.1","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"studerende"
"224.2","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"modtager"
"224.3","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"su"
"224.4","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"hjemmeboede"
"224.5","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"markant"
"224.6","Andelen af studerende, der modtager SU som hjemmeboede, skal markant reduceres",50,2018-09-14,"reduceres"
"225","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"afskaffelse"
"225.1","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"registreringsafgift"
"225.2","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"veteranbiler"
"225.3","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"35"
"225.4","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"år"
"225.5","Afskaffelse af registreringsafgift for Veteranbiler (35 år gamle)",1907,2018-09-14,"gamle"
"226","Forbud mod brug af mobiltelefoner i folkeskolen og på ungdomsuddannelser",173,2018-09-25,"forbud"
"226.1","Forbud mod brug af mobiltelefoner i folkeskolen og på ungdomsuddannelser",173,2018-09-25,"brug"
"226.2","Forbud mod brug af mobiltelefoner i folkeskolen og på ungdomsuddannelser",173,2018-09-25,"mobiltelefoner"
"226.3","Forbud mod brug af mobiltelefoner i folkeskolen og på ungdomsuddannelser",173,2018-09-25,"folkeskolen"
"226.4","Forbud mod brug af mobiltelefoner i folkeskolen og på ungdomsuddannelser",173,2018-09-25,"ungdomsuddannelser"
"227","Gratis drikkevand på spisesteder og beværtninger",262,2018-09-25,"gratis"
"227.1","Gratis drikkevand på spisesteder og beværtninger",262,2018-09-25,"drikkevand"
"227.2","Gratis drikkevand på spisesteder og beværtninger",262,2018-09-25,"spisesteder"
"227.3","Gratis drikkevand på spisesteder og beværtninger",262,2018-09-25,"beværtninger"
"228","Gratis HPV-vaccine til drenge",4637,2018-09-27,"gratis"
"228.1","Gratis HPV-vaccine til drenge",4637,2018-09-27,"hpv"
"228.2","Gratis HPV-vaccine til drenge",4637,2018-09-27,"vaccine"
"228.3","Gratis HPV-vaccine til drenge",4637,2018-09-27,"drenge"
"229","Børns ret til alsidig åndelig udvikling",85,2018-10-01,"børns"
"229.1","Børns ret til alsidig åndelig udvikling",85,2018-10-01,"ret"
"229.2","Børns ret til alsidig åndelig udvikling",85,2018-10-01,"alsidig"
"229.3","Børns ret til alsidig åndelig udvikling",85,2018-10-01,"åndelig"
"229.4","Børns ret til alsidig åndelig udvikling",85,2018-10-01,"udvikling"
"230","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"unikt"
"230.1","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"enkelt"
"230.2","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"skattesystemder"
"230.3","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"giver"
"230.4","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"bedre"
"230.5","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"skat"
"230.6","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"uanset"
"230.7","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"trækprocent"
"230.8","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"inspireret"
"230.9","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"radikal"
"230.10","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"ide"
"230.11","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"cirka"
"230.12","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"slut"
"230.13","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"60"
"230.14","Unikt og enkelt skattesystem.Der giver bedre skat til alle, uanset trækprocent, inspireret af radikal ide, cirka slut 60’erne.",22,2018-10-01,"erne"
"231","Bevar P6 Beat",1790,2018-10-03,"bevar"
"231.1","Bevar P6 Beat",1790,2018-10-03,"p6"
"231.2","Bevar P6 Beat",1790,2018-10-03,"beat"
"232","Adgang til toiletter i detailbutikker, for alle med et dokumenteret behov",102,2018-10-09,"adgang"
"232.1","Adgang til toiletter i detailbutikker, for alle med et dokumenteret behov",102,2018-10-09,"toiletter"
"232.2","Adgang til toiletter i detailbutikker, for alle med et dokumenteret behov",102,2018-10-09,"detailbutikker"
"232.3","Adgang til toiletter i detailbutikker, for alle med et dokumenteret behov",102,2018-10-09,"dokumenteret"
"232.4","Adgang til toiletter i detailbutikker, for alle med et dokumenteret behov",102,2018-10-09,"behov"
"233","National sørge dag d.30 september 2018",19,2018-10-09,"national"
"233.1","National sørge dag d.30 september 2018",19,2018-10-09,"sørge"
"233.2","National sørge dag d.30 september 2018",19,2018-10-09,"dag"
"233.3","National sørge dag d.30 september 2018",19,2018-10-09,"d"
"233.4","National sørge dag d.30 september 2018",19,2018-10-09,"30"
"233.5","National sørge dag d.30 september 2018",19,2018-10-09,"september"
"233.6","National sørge dag d.30 september 2018",19,2018-10-09,"2018"
"234","Afskaffelse af omprioriteringsbidraget på uddannelsesinstitutioner",257,2018-10-09,"afskaffelse"
"234.1","Afskaffelse af omprioriteringsbidraget på uddannelsesinstitutioner",257,2018-10-09,"omprioriteringsbidraget"
"234.2","Afskaffelse af omprioriteringsbidraget på uddannelsesinstitutioner",257,2018-10-09,"uddannelsesinstitutioner"
"235","Naturbevarelsesfag skal være obligatorisk i indskolingen",106,2018-10-09,"naturbevarelsesfag"
"235.1","Naturbevarelsesfag skal være obligatorisk i indskolingen",106,2018-10-09,"obligatorisk"
"235.2","Naturbevarelsesfag skal være obligatorisk i indskolingen",106,2018-10-09,"indskolingen"
"236","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"danskere"
"236.1","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"ret"
"236.2","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"bo"
"236.3","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"danmark"
"236.4","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"ægtefælle"
"236.5","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"børn"
"236.6","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"stedbørn"
"236.7","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"uanset"
"236.8","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"ægtefælle"
"236.9","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"dansker"
"236.10","Danskere skal have ret til at bo i Danmark med deres ægtefælle, deres børn/stedbørn, uanset om deres ægtefælle er dansker eller udlænding.",10505,2018-10-17,"udlænding"
"237","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"flere"
"237.1","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"nye"
"237.2","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"oplysn"
"237.3","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"sygesikringsbeviset"
"237.4","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"oplysn"
"237.5","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"blodtype"
"237.6","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"offentligindkomart"
"237.7","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"så"
"237.8","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"rabat"
"237.9","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"kan"
"237.10","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"gives"
"237.11","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"ved"
"237.12","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"køb"
"237.13","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"trænger"
"237.14","Flere/nye oplysn. på sygesikringsbeviset Oplysn som Blodtype & offentligindkom.art så rabat kan gives ved køb da det trænger til en opdater.",20,2018-10-19,"opdater"
"238","Afskaf AM bidrag",125,2018-10-22,"afskaf"
"238.1","Afskaf AM bidrag",125,2018-10-22,"am"
"238.2","Afskaf AM bidrag",125,2018-10-22,"bidrag"
"239","Forbud mod anvendelse af Dannebrog til politisk formål.",83,2018-10-22,"forbud"
"239.1","Forbud mod anvendelse af Dannebrog til politisk formål.",83,2018-10-22,"anvendelse"
"239.2","Forbud mod anvendelse af Dannebrog til politisk formål.",83,2018-10-22,"dannebrog"
"239.3","Forbud mod anvendelse af Dannebrog til politisk formål.",83,2018-10-22,"politisk"
"239.4","Forbud mod anvendelse af Dannebrog til politisk formål.",83,2018-10-22,"formål"
"240","Støj fra trafik",242,2018-10-23,"støj"
"240.1","Støj fra trafik",242,2018-10-23,"trafik"
"241","Ændring af afregningsregler i almen lægepraksis",58,2018-10-23,"ændring"
"241.1","Ændring af afregningsregler i almen lægepraksis",58,2018-10-23,"afregningsregler"
"241.2","Ændring af afregningsregler i almen lægepraksis",58,2018-10-23,"almen"
"241.3","Ændring af afregningsregler i almen lægepraksis",58,2018-10-23,"lægepraksis"
"242","En bedre fordeling af de statslige kulturmidler.",12,2018-10-23,"en"
"242.1","En bedre fordeling af de statslige kulturmidler.",12,2018-10-23,"bedre"
"242.2","En bedre fordeling af de statslige kulturmidler.",12,2018-10-23,"fordeling"
"242.3","En bedre fordeling af de statslige kulturmidler.",12,2018-10-23,"statslige"
"242.4","En bedre fordeling af de statslige kulturmidler.",12,2018-10-23,"kulturmidler"
"243","Folkepensionens grundbeløb skal gøres skattefri",360,2018-10-30,"folkepensionens"
"243.1","Folkepensionens grundbeløb skal gøres skattefri",360,2018-10-30,"grundbeløb"
"243.2","Folkepensionens grundbeløb skal gøres skattefri",360,2018-10-30,"gøres"
"243.3","Folkepensionens grundbeløb skal gøres skattefri",360,2018-10-30,"skattefri"
"244","Vi har snart brug for borgerløn.",142,2018-11-02,"vi"
"244.1","Vi har snart brug for borgerløn.",142,2018-11-02,"snart"
"244.2","Vi har snart brug for borgerløn.",142,2018-11-02,"brug"
"244.3","Vi har snart brug for borgerløn.",142,2018-11-02,"borgerløn"
"245","14 dages betalt barnets sygedag om året.",146,2018-11-02,"14"
"245.1","14 dages betalt barnets sygedag om året.",146,2018-11-02,"dages"
"245.2","14 dages betalt barnets sygedag om året.",146,2018-11-02,"betalt"
"245.3","14 dages betalt barnets sygedag om året.",146,2018-11-02,"barnets"
"245.4","14 dages betalt barnets sygedag om året.",146,2018-11-02,"sygedag"
"245.5","14 dages betalt barnets sygedag om året.",146,2018-11-02,"året"
"246","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"gennem"
"246.1","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"statsligt"
"246.2","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"tilskud"
"246.3","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"tilbydes"
"246.4","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"gratis"
"246.5","Gennem statsligt tilskud tilbydes gratis medlemskab til migranter i udvalgte, landsdækkende foreninger i deres første 3 år i Danmark.",56,2018-11-02,"medlemskab"
