"","title","votes","date","word"
"612.7","Red de sydfynske kulturlandskaber og EU fredede naturområder fra Alsfynbro og motorvej",1234,2020-07-21,"motorvej"
"613","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"danmark"
"613.1","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"tilslutte"
"613.2","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"fn"
"613.3","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"traktaten"
"613.4","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"forbud"
"613.5","Danmark skal tilslutte sig FN-traktaten om forbud mod atomvåben.",1834,2020-07-24,"atomvåben"
"614","Palæstina er vores fødselsregistreringssted",190,2020-08-03,"palæstina"
"614.1","Palæstina er vores fødselsregistreringssted",190,2020-08-03,"vores"
"614.2","Palæstina er vores fødselsregistreringssted",190,2020-08-03,"fødselsregistreringssted"
"615","Skattebetalte bisættelser og begravelser for alle danskere",107,2020-08-03,"skattebetalte"
"615.1","Skattebetalte bisættelser og begravelser for alle danskere",107,2020-08-03,"bisættelser"
"615.2","Skattebetalte bisættelser og begravelser for alle danskere",107,2020-08-03,"begravelser"
"615.3","Skattebetalte bisættelser og begravelser for alle danskere",107,2020-08-03,"danskere"
"616","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"indtægt"
"616.1","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"førtids"
"616.2","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"pensionister"
"616.3","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"uden"
"616.4","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"ramt"
"616.5","Indtægt til førtids/pensionister uden at blive ramt på boligsikring",83,2020-08-03,"boligsikring"
"617","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"forbud"
"617.1","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"registrering"
"617.2","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"alder"
"617.3","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"køn"
"617.4","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"nationalitet"
"617.5","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"ved"
"617.6","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"jobsøgning"
"617.7","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"via"
"617.8","Forbud mod registrering af alder, køn og nationalitet ved jobsøgning via databaser",1753,2020-08-03,"databaser"
"618","Strengere straf til vanvidsbilister som dræber",59117,2020-08-03,"strengere"
"618.1","Strengere straf til vanvidsbilister som dræber",59117,2020-08-03,"straf"
"618.2","Strengere straf til vanvidsbilister som dræber",59117,2020-08-03,"vanvidsbilister"
"618.3","Strengere straf til vanvidsbilister som dræber",59117,2020-08-03,"dræber"
"619","Handicapområdet skal væk fra kommunerne",51773,2020-08-10,"handicapområdet"
"619.1","Handicapområdet skal væk fra kommunerne",51773,2020-08-10,"væk"
"619.2","Handicapområdet skal væk fra kommunerne",51773,2020-08-10,"kommunerne"
"620","Alle der indrejser til Danmark skal testes for Covid19",91,2020-08-10,"alle"
"620.1","Alle der indrejser til Danmark skal testes for Covid19",91,2020-08-10,"indrejser"
"620.2","Alle der indrejser til Danmark skal testes for Covid19",91,2020-08-10,"danmark"
"620.3","Alle der indrejser til Danmark skal testes for Covid19",91,2020-08-10,"testes"
"620.4","Alle der indrejser til Danmark skal testes for Covid19",91,2020-08-10,"covid19"
"621","Hundeloven",260,2020-08-12,"hundeloven"
"622","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"destruktion"
"622.1","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"børnepornografisk"
"622.2","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"materiale"
"622.3","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"udlånsinstitutioner"
"622.4","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"kongelige"
"622.5","Destruktion af børnepornografisk materiale på udlånsinstitutioner, og det Kongelige Bibliotek.",54,2020-08-12,"bibliotek"
"623","Afskaf racismeparagraffen",4424,2020-08-12,"afskaf"
"623.1","Afskaf racismeparagraffen",4424,2020-08-12,"racismeparagraffen"
"624","Økonomi som obligatorisk fag i folkeskolen",506,2020-08-12,"økonomi"
"624.1","Økonomi som obligatorisk fag i folkeskolen",506,2020-08-12,"obligatorisk"
"624.2","Økonomi som obligatorisk fag i folkeskolen",506,2020-08-12,"fag"
"624.3","Økonomi som obligatorisk fag i folkeskolen",506,2020-08-12,"folkeskolen"
"625","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"nul"
"625.1","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"tolerance"
"625.2","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"ved"
"625.3","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"overtrædelse"
"625.4","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"dyreværnsloven"
"625.5","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"samt"
"625.6","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"fjernelse"
"625.7","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"dyrerne"
"625.8","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"ved"
"625.9","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"grov"
"625.10","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"første"
"625.11","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"gangs"
"625.12","Nul tolerance ved overtrædelse af dyreværnsloven, samt fjernelse af dyrerne ved grov første gangs vanrøgt.",2586,2020-08-12,"vanrøgt"
"626","Bindende folkeafstemning om fortsat medlemskab af EU",1502,2020-08-17,"bindende"
"626.1","Bindende folkeafstemning om fortsat medlemskab af EU",1502,2020-08-17,"folkeafstemning"
"626.2","Bindende folkeafstemning om fortsat medlemskab af EU",1502,2020-08-17,"fortsat"
"626.3","Bindende folkeafstemning om fortsat medlemskab af EU",1502,2020-08-17,"medlemskab"
"626.4","Bindende folkeafstemning om fortsat medlemskab af EU",1502,2020-08-17,"eu"
"627","Ratificér CERD34 - bekæmp racisme nu",492,2020-08-17,"ratificér"
"627.1","Ratificér CERD34 - bekæmp racisme nu",492,2020-08-17,"cerd34"
"627.2","Ratificér CERD34 - bekæmp racisme nu",492,2020-08-17,"bekæmp"
"627.3","Ratificér CERD34 - bekæmp racisme nu",492,2020-08-17,"racisme"
"628","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"nedsættelse"
"628.1","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"ekspertgruppe"
"628.2","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"udarbejdelse"
"628.3","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"politisk"
"628.4","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"handlingsplan"
"628.5","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"afvikling"
"628.6","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"konventionel"
"628.7","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"svineproduktion"
"628.8","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"inden"
"628.9","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"år"
"628.10","Nedsættelse af ekspertgruppe til udarbejdelse af politisk handlingsplan for afvikling af konventionel svineproduktion inden år 2025",792,2020-08-25,"2025"
"629","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"opret"
"629.1","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"statsejet"
"629.2","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"pengeinstitut"
"629.3","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"løn"
"629.4","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"opsparing"
"629.5","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"afskaf"
"629.6","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"negativ"
"629.7","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"rente"
"629.8","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"hjælp"
"629.9","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"grønne"
"629.10","Opret et statsejet pengeinstitut til løn og opsparing, afskaf negativ rente, og hjælp den grønne omstilling.",320,2020-08-25,"omstilling"
"630","Mænd i krise skal også kunne komme på krisecenter",5412,2020-08-25,"mænd"
"630.1","Mænd i krise skal også kunne komme på krisecenter",5412,2020-08-25,"krise"
"630.2","Mænd i krise skal også kunne komme på krisecenter",5412,2020-08-25,"komme"
"630.3","Mænd i krise skal også kunne komme på krisecenter",5412,2020-08-25,"krisecenter"
"631","Ophævelse af krav om mundbind",3903,2020-08-25,"ophævelse"
"631.1","Ophævelse af krav om mundbind",3903,2020-08-25,"krav"
"631.2","Ophævelse af krav om mundbind",3903,2020-08-25,"mundbind"
"632","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"giv"
"632.1","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"politiet"
"632.2","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"mulighed"
"632.3","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"reagere"
"632.4","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"byggelarm"
"632.5","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"udenfor"
"632.6","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"tilladt"
"632.7","Giv politiet mulighed for at reagere på byggelarm udenfor tilladt tidsrum",64,2020-08-25,"tidsrum"
"633","Torkserogn",87,2020-08-25,"torkserogn"
"634","Afgift på fossile brændstoffer til køretøjer",68,2020-09-08,"afgift"
"634.1","Afgift på fossile brændstoffer til køretøjer",68,2020-09-08,"fossile"
"634.2","Afgift på fossile brændstoffer til køretøjer",68,2020-09-08,"brændstoffer"
"634.3","Afgift på fossile brændstoffer til køretøjer",68,2020-09-08,"køretøjer"
"635","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"ændring"
"635.1","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"lovgivning"
"635.2","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"ret"
"635.3","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"pasning"
"635.4","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"sygt"
"635.5","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"barn"
"635.6","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"ved"
"635.7","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"almen"
"635.8","Ændring af lovgivning om ret til pasning af sygt barn ved almen sygdom",41942,2020-09-08,"sygdom"
"636","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"bedre"
"636.1","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"mulighed"
"636.2","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"behandling"
"636.3","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"barnløshed"
"636.4","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"infertile"
"636.5","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"kvinder"
"636.6","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"par"
"636.7","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"homoseksuelle"
"636.8","Bedre mulighed for behandling af barnløshed hos infertile kvinder, par og homoseksuelle mænd",1792,2020-09-08,"mænd"
"637","Forældres ret til barns sygedage i DK",873,2020-09-08,"forældres"
"637.1","Forældres ret til barns sygedage i DK",873,2020-09-08,"ret"
"637.2","Forældres ret til barns sygedage i DK",873,2020-09-08,"barns"
"637.3","Forældres ret til barns sygedage i DK",873,2020-09-08,"sygedage"
"637.4","Forældres ret til barns sygedage i DK",873,2020-09-08,"dk"
"638","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"almen"
"638.1","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"praktiserende"
"638.2","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"læger"
"638.3","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"skal"
"638.4","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"fopligtes"
"638.5","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"til"
"638.6","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"at"
"638.7","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"tilbyde"
"638.8","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"indkalde"
"638.9","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"deres"
"638.10","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"patienter"
"638.11","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"til"
"638.12","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"sundhedstjek"
"638.13","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"èn"
"638.14","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"gang"
"638.15","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"om"
"638.16","ALMEN PRAKTISERENDE LÆGER SKAL FOPLIGTES TIL AT TILBYDE/INDKALDE DERES PATIENTER TIL SUNDHEDSTJEK ÈN GANG OM ÅRET.",152,2020-09-08,"året"
"639","Miljø Fradrag",39,2020-09-08,"miljø"
"639.1","Miljø Fradrag",39,2020-09-08,"fradrag"
"640","Gratis kollektiv transport",587,2020-09-08,"gratis"
"640.1","Gratis kollektiv transport",587,2020-09-08,"kollektiv"
"640.2","Gratis kollektiv transport",587,2020-09-08,"transport"
"641","Dansk Retursystem skal have en rusker",108,2020-09-08,"dansk"
"641.1","Dansk Retursystem skal have en rusker",108,2020-09-08,"retursystem"
"641.2","Dansk Retursystem skal have en rusker",108,2020-09-08,"rusker"
"642","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"voldtægt"
"642.1","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"overgrebsofre"
"642.2","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"henvises"
"642.3","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"psykolog"
"642.4","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"længere"
"642.5","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"tid"
"642.6","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"12"
"642.7","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"måneder"
"642.8","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"sporsiking"
"642.9","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"gemmes"
"642.10","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"længere"
"642.11","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"3"
"642.12","Voldtægt- og overgrebsofre skal kunne henvises til psykolog i længere tid end 12 måneder, og sporsiking skal gemmes længere end i 3 måneder",739,2020-09-08,"måneder"
"643","Cykelhjelm skal gøres lovpligtigt",78,2020-09-09,"cykelhjelm"
"643.1","Cykelhjelm skal gøres lovpligtigt",78,2020-09-09,"gøres"
"643.2","Cykelhjelm skal gøres lovpligtigt",78,2020-09-09,"lovpligtigt"
"644","Gør cykelhjelm lovpligtigt",1396,2020-09-09,"gør"
"644.1","Gør cykelhjelm lovpligtigt",1396,2020-09-09,"cykelhjelm"
"644.2","Gør cykelhjelm lovpligtigt",1396,2020-09-09,"lovpligtigt"
"645","Udvidelse af sorgorlov med en national sorgorlovsfond",244,2020-09-18,"udvidelse"
"645.1","Udvidelse af sorgorlov med en national sorgorlovsfond",244,2020-09-18,"sorgorlov"
"645.2","Udvidelse af sorgorlov med en national sorgorlovsfond",244,2020-09-18,"national"
"645.3","Udvidelse af sorgorlov med en national sorgorlovsfond",244,2020-09-18,"sorgorlovsfond"
"646","Bedre beskyttelse af børn mod seksuelle overgreb",5587,2020-09-21,"bedre"
"646.1","Bedre beskyttelse af børn mod seksuelle overgreb",5587,2020-09-21,"beskyttelse"
"646.2","Bedre beskyttelse af børn mod seksuelle overgreb",5587,2020-09-21,"børn"
"646.3","Bedre beskyttelse af børn mod seksuelle overgreb",5587,2020-09-21,"seksuelle"
"646.4","Bedre beskyttelse af børn mod seksuelle overgreb",5587,2020-09-21,"overgreb"
"647","Ansvarspådragelse for skoler",1827,2020-09-21,"ansvarspådragelse"
"647.1","Ansvarspådragelse for skoler",1827,2020-09-21,"skoler"
"648","Evakuér børnene fra Moria",464,2020-09-21,"evakuér"
"648.1","Evakuér børnene fra Moria",464,2020-09-21,"børnene"
"648.2","Evakuér børnene fra Moria",464,2020-09-21,"moria"
"649","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"lov"
"649.1","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"ændring"
"649.2","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"lov"
"649.3","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"foranstaltninger"
"649.4","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"smitsomme"
"649.5","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"andre"
"649.6","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"overførbare"
"649.7","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"sygdomme"
"649.8","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"lov"
"649.9","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"nr"
"649.10","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"208"
"649.11","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"17"
"649.12","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"03"
"649.13","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"2020"
"649.14","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"fjernes"
"649.15","""Lov om ændring af lov om foranstaltninger mod smitsomme og andre overførbare sygdomme / LOV nr 208 af 17/03/2020"" skal fjernes omgående.",7867,2020-09-21,"omgående"
"650","Afskaffelse af vægtafgift, grøn ejerafgift og privatbenyttelsesafgift",321,2020-09-21,"afskaffelse"
"650.1","Afskaffelse af vægtafgift, grøn ejerafgift og privatbenyttelsesafgift",321,2020-09-21,"vægtafgift"
"650.2","Afskaffelse af vægtafgift, grøn ejerafgift og privatbenyttelsesafgift",321,2020-09-21,"grøn"
"650.3","Afskaffelse af vægtafgift, grøn ejerafgift og privatbenyttelsesafgift",321,2020-09-21,"ejerafgift"
"650.4","Afskaffelse af vægtafgift, grøn ejerafgift og privatbenyttelsesafgift",321,2020-09-21,"privatbenyttelsesafgift"
"651","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"hente"
"651.1","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"uledsagede"
"651.2","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"børn"
"651.3","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"danmark"
"651.4","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"moria"
"651.5","Hente uledsagede børn til Danmark fra Moria-lejren eller en af de andre lejre på Lesbos",174,2020-09-21,"lejren"
